x,y,class
3.5871376436768223,2.3274194418512613,0.0
2.6184407538000856,2.3408477541110284,0.0
1.3374022304641664,1.65881560860074,0.0
1.1253141922326972,0.9352831122556382,0.0
3.2596283069563827,0.49687532776708876,0.0
4.270685807214418,2.9931008789905484,0.0
3.731530485676181,3.859609090508563,0.0
1.968917792618773,0.4974674826150016,0.0
1.7780512915911517,2.827935029380149,0.0
3.107950976286356,1.4882472038383399,0.0
2.4569264345452995,1.8608114277745806,0.0
2.513425536324608,2.536234751504577,0.0
3.1817472131536118,2.458231299061685,0.0
2.792677338178845,3.637275234622489,0.0
3.3463540666756013,2.1413812371897807,0.0
1.0168750114741938,1.452407237236585,0.0
2.9830990897465837,3.219044408029492,0.0
1.3606180129576448,-0.25075127278026077,0.0
2.6391621140040766,1.815260857676951,0.0
-0.06370662945078953,0.9510649952234884,0.0
1.8521384732786415,0.2669003598130819,0.0
2.4958171157168634,2.9035485136515167,0.0
1.923372074229102,0.01695076885170632,0.0
0.9251135503095926,2.122458171118112,0.0
1.826174514209926,3.514189844536882,0.0
0.22383941629018644,-1.1290713907148997,0.0
3.236329388686393,2.819407987069744,0.0
2.491245841458977,1.8315506744015173,0.0
3.1336400537751006,3.126391277881541,0.0
4.306435704419341,1.9408354529978604,0.0
1.2544400533969997,3.115819580375894,0.0
2.8644436842276133,0.6124681263176042,0.0
2.2144658195758433,2.4099075743828813,0.0
1.333779685398117,2.3245236197276324,0.0
-0.7999151573339685,0.4602628080131128,0.0
2.1251949392416,1.6455210042292698,0.0
0.9255966753716354,1.3747368082690716,0.0
2.479704825633217,-0.20070329947823362,0.0
2.5236102112144034,2.269613987276024,0.0
3.2273578598926966,1.407522347057061,0.0
2.77820741752234,2.7796804047474457,0.0
3.440214933785846,5.348066059688389,0.0
2.8648904298060662,3.396714395271778,0.0
4.117529728663403,3.599527380305061,0.0
0.840044917034761,1.8633759553652192,0.0
2.192102258665964,4.010419025308581,0.0
2.8707557537749233,1.0478652302899973,0.0
1.3010703257353775,1.0548759844780289,0.0
2.4880827353825063,1.397268050424597,0.0
2.427605712428139,2.16937633289853,0.0
0.7567980169681596,-0.782947493630517,0.0
1.8914594853376823,2.2099717345881666,0.0
2.563473545015047,1.0773599978461184,0.0
3.346324178738011,2.2215015891730823,0.0
-0.7234617363177533,1.2256154334223344,0.0
2.4990968921251664,2.0570676409011766,0.0
3.487657725115456,3.3864576135273285,0.0
0.5125753692868376,0.8611140949566645,0.0
-0.011708567044863116,1.3775024357453343,0.0
1.3398474602797759,1.8810186632131776,0.0
2.3503151973469314,1.9533078940999844,0.0
3.3826922939466915,3.7428913892812057,0.0
2.47253049200292,1.4448418125768308,0.0
4.405404845218621,4.095655645389928,0.0
2.415379020315315,0.11968689756122575,0.0
5.354272306266014,0.7818129245346335,0.0
1.8834779239237163,1.9660913287805302,0.0
1.3042172784241752,3.1684268717973856,0.0
0.35697839266016174,0.3623678947058371,0.0
3.3069497885121906,0.5295649443505066,0.0
1.484764888721934,1.027398640609878,0.0
4.3595696981047745,2.716794989213013,0.0
1.1146374462461273,2.995734048112199,0.0
1.1386098208572415,2.026113743843257,0.0
1.5818545671312587,0.9801584771784462,0.0
0.9472943245144161,0.932651376983116,0.0
-0.10915080384361753,0.5844556154522678,0.0
3.789900033798801,4.176046251395923,0.0
2.5809825204142793,1.3354907408015948,0.0
3.456812760169106,2.5244687199198212,0.0
1.1209264934694754,1.3622453946664215,0.0
1.245731773528489,4.343404959652959,0.0
2.6129791878900344,2.9179208869580426,0.0
1.2567455631719135,2.10117931894701,0.0
2.6059943529322496,1.1463330697024774,0.0
1.9523207159362392,0.20400710728375726,0.0
1.591414343800107,-0.4691694422243744,0.0
2.1652992983579726,1.1804090140260883,0.0
4.133841244374283,2.1090351486811185,0.0
0.5878411975956335,-0.05523817852215096,0.0
1.2106674643553654,1.3269735880502096,0.0
2.8406400326922845,1.6028921490425772,0.0
0.7929149067481889,-1.0677125293347158,0.0
1.7825684803674928,1.1018471391069566,0.0
2.0833258502121597,1.8739735466467549,0.0
3.322876997793835,3.0487741535211583,0.0
3.3705253403217053,3.381531201547692,0.0
1.822069817091309,-0.6148729424871506,0.0
2.2741971879620526,2.1587862541315306,0.0
1.613288407110523,2.8168008235153854,0.0
2.0603843472938825,1.7754538757835583,0.0
4.839394835717238,3.372544466007351,0.0
5.722044517768159,2.277562976190901,0.0
1.173087766668493,1.5763470181536905,0.0
1.3949138300999593,-0.6867514422804062,0.0
1.6846488733904903,0.7406792294466391,0.0
1.1518377713209111,0.9383993305647289,0.0
3.8375150167525716,2.9631703110246743,0.0
-0.6601445999009528,-0.5043594219975032,0.0
2.026087443001869,1.0132993859792108,0.0
1.9882611449227774,2.6987042142115425,0.0
1.765210631173728,2.032178515610226,0.0
3.366392245502344,4.491789051694063,0.0
0.5966240464410388,2.3480811061997744,0.0
1.12276414678045,0.9819424004749444,0.0
3.2009947281126676,3.351651770324346,0.0
1.4742916276712212,2.0982805474594266,0.0
1.6377605006085056,2.409414902347099,0.0
-0.09533939002216218,-0.3788842866753357,0.0
1.5592335668930042,0.5350706350694296,0.0
2.471251268657543,2.6319384483679378,0.0
2.981510768511096,1.1310269029586402,0.0
3.8308190162270983,1.6952221210408274,0.0
0.4689174681736401,2.3464756311712005,0.0
1.297451105004289,2.436360752575075,0.0
3.422025454331691,0.03510930679066382,0.0
0.6910784320838816,1.1729369653903738,0.0
1.9960824627349585,1.3419948772517396,0.0
0.7676163241043219,0.9317435919133077,0.0
1.572436998284299,0.322458768631249,0.0
1.5176851001245124,1.1902373696159243,0.0
1.7680642908670265,2.174949570742336,0.0
2.3727387249308016,0.9691568207029282,0.0
4.17298606046505,3.362143237515411,0.0
2.40055178233155,1.6478658242458413,0.0
3.1830521528956996,2.1904767690647273,0.0
2.348423296607538,2.355756983436368,0.0
0.7051145553028466,1.3387401780675705,0.0
