x,y,class
0.12175613491443178,-0.05088528178147642,0.0
-0.03716882560008347,-0.04964632342335998,0.0
-0.06713485107352005,0.01956732560966201,0.0
-0.14897394632391803,-0.17264927985224263,0.0
0.07100477344529332,0.1561911421249432,0.0
-0.13208580268883377,0.07518603757929596,0.0
0.06986328356832311,-0.15343646364764882,0.0
-0.02574193480973848,-0.04560302632644167,0.0
-0.014063345590401996,-0.03539674560420092,0.0
0.05359078613252431,-0.08999097736294488,0.0
0.12148297186410459,0.042531628226007694,0.0
0.08735569942766308,0.006851829880472039,0.0
0.10294095461172517,-0.029052873483327704,0.0
0.14435028439840403,0.029300660515714533,0.0
0.19973932495654054,0.11366965471152106,0.0
0.11343368008169466,0.26095007241009605,0.0
0.12014745223274174,0.16173275400605752,0.0
0.1530868902581518,-0.05469723448528431,0.0
0.08936932929604624,0.12402206007439309,0.0
0.22588240080135144,0.2172517265036573,0.0
-0.020774069448974614,0.08407436287132791,0.0
0.05328384387319088,0.2948801058830905,0.0
0.06999507696038959,0.004854516528117442,0.0
0.17710372064221622,0.14956340789985667,0.0
0.09648420005520712,0.30359984577496535,0.0
0.07191095074944229,0.1863372578626178,0.0
0.228524429705784,0.2402328429262367,0.0
0.07751014862404956,0.10834442236058757,0.0
-0.009466821685973653,0.3250906456467304,0.0
-0.03404320584522044,0.1967159204132753,0.0
0.09502477103946291,0.17152134589662527,0.0
0.06911313102990321,0.21339573094368716,0.0
0.2236762615277852,0.28979157831215835,0.0
0.07346993943908806,0.3546676354203656,0.0
0.09122790955068859,0.4463636395704731,0.0
0.13500694147113218,0.13040249099489604,0.0
0.1487778768916247,0.5048874529229496,0.0
0.0019668035684409363,0.2715074339254835,0.0
0.21742070384964088,0.40341610137256617,0.0
-0.08472998311214942,0.3069610920861616,0.0
0.028959315614878578,0.39947945381255234,0.0
-0.10821426734589093,0.2501759835441596,0.0
-0.13284416140297772,0.5522090401189435,0.0
0.004931490341371608,0.4643801759696324,0.0
-0.05970656482768397,0.3799314738383466,0.0
-0.08960178567833513,0.22731352097281596,0.0
-0.03741962808560245,0.431280016931716,0.0
-0.14563622805216803,0.4731084824328834,0.0
-0.1285613909004968,0.4143254810597133,0.0
-0.18429391427357233,0.4432849174704861,0.0
-0.04670695491347063,0.4547658139762216,0.0
-0.1489067825476253,0.5937690187811622,0.0
-0.018969024437563764,0.46031156595622663,0.0
-0.22229740813585463,0.5013255699237955,0.0
-0.24608899290419997,0.5030828553682197,0.0
-0.11206892774194505,0.4568631671916709,0.0
-0.2959892314071542,0.37285151249426524,0.0
-0.27917267400980794,0.5141225906913486,0.0
-0.4246623289026124,0.40629264626767503,0.0
-0.1274056727222132,0.5730157528669747,0.0
-0.33856769867989295,0.548366833496063,0.0
-0.49774157696969634,0.46134913506665376,0.0
-0.39311778288458615,0.4436293450385049,0.0
-0.2790607703014434,0.39981533095599286,0.0
-0.4529924477629016,0.5540283487022568,0.0
-0.5950319229389665,0.30537021708335665,0.0
-0.5740867678795574,0.5293581576502572,0.0
-0.6952602160627346,0.42077718189961283,0.0
-0.6239303521853014,0.43939706332164774,0.0
-0.40769846965048184,0.1460657570787438,0.0
-0.734043407818539,0.36163483805973434,0.0
-0.5024050647538513,0.39715074956016816,0.0
-0.6714940723271046,0.32757891664960903,0.0
-0.7204959669920237,0.320700090189429,0.0
-0.8611040017345737,0.24093618762190797,0.0
-0.6669304480823834,0.3279936646548485,0.0
-0.8178497569888008,0.3682585780745019,0.0
-0.6524941931503097,-0.038373999619310706,0.0
-0.6744836125205725,0.2432469105347378,0.0
-0.7139542152425973,0.017925345627597775,0.0
-0.9278967024852397,0.02649320160681974,0.0
-0.7781123553181507,-0.07141591310283886,0.0
