x,y,class
-2.69228480535679,-0.9660210199766496,0.0
-1.1008385392498634,-2.046987706507423,0.0
1.1761771410805928,2.3118512946579526,0.0
-1.3893921474688298,-1.9221143964836815,0.0
0.9280765245523617,-2.819574184593496,0.0
3.341386462015693,2.2294461354460178,0.0
-2.2761813276035094,0.5127215251087334,0.0
2.9122140025245677,2.2340456463947116,0.0
-2.562585122929853,-0.7801346688776757,0.0
-1.283575553638872,-3.8895805440792595,0.0
2.0558953036198666,-1.9451129905614717,0.0
2.358697821099689,-1.738551021398732,0.0
-0.8996148319610113,-2.2733211355026604,0.0
0.856892575337675,-3.794423596159843,0.0
2.453513582187127,-1.2756062742001304,0.0
-0.372749562425688,3.4090792409145863,0.0
0.7359478099664906,-3.214421200466581,0.0
3.097931395728323,-1.4915257022490414,0.0
2.465250727643196,-0.38844735209448267,0.0
0.38441493744608884,-3.436518730955207,0.0
1.049081922513174,1.857648707557321,0.0
-3.0177768714897564,0.3582721468606581,0.0
0.11201822592514873,-3.4892708647659463,0.0
2.3976157782479266,1.851970631315792,0.0
-2.903625553365618,0.5588915417370085,0.0
-0.3325908284304291,-3.3078102730170578,0.0
-2.442285492528426,-1.2084837453341326,0.0
-2.586257240414322,1.3826255812674844,0.0
3.4417125794511216,0.002328545811658922,0.0
1.8369043347093907,-1.7941698724042303,0.0
-1.3798402933827372,-3.2446595034460453,0.0
0.7574335516957525,-2.1846344478298003,0.0
2.817818457010298,-0.3132119004869004,0.0
-2.65475491443149,-3.023968340957194,0.0
2.7639161008021187,-0.6118273142679836,0.0
2.274014998381213,-1.7637594300044797,0.0
1.9702534211392484,-1.3629972734864588,0.0
-1.529348246509359,-2.0037236143973516,0.0
-3.225016572755719,-2.493719659623718,0.0
2.4007959793151703,3.0939987464846608,0.0
-2.5628619356208895,-0.42262980637430786,0.0
2.2001383293532726,2.333745138133551,0.0
2.360463812364675,1.4974517025326683,0.0
-2.00385700287189,-1.5397790904884954,0.0
-3.265764750960037,-0.8222757388927858,0.0
-2.5785415807525247,-1.8816502501762171,0.0
-1.521139186815938,2.320377240170511,0.0
0.39278844909818283,-3.6241454192294307,0.0
2.2711684933755234,0.2900877613468301,0.0
3.8632472321346336,1.0709751079473993,0.0
1.7467766490202599,-1.620485744983389,0.0
-0.1390860015404446,3.059823561447118,0.0
1.4631319636643023,-2.163144514552183,0.0
0.8916481329693451,3.2216471885938156,0.0
-0.9867190095774651,-1.8731468697923017,0.0
1.9916657146673413,3.454541977920171,0.0
2.7864153655793253,2.1442851479710026,0.0
-3.1874225278837285,0.6787986566310577,0.0
0.1045903707622052,-2.7006746771514476,0.0
0.7587344273921998,3.3125198222484284,0.0
-2.5507315646816258,1.9621925500407853,0.0
1.0717725287433364,-1.9876710983647383,0.0
-1.688082331224428,0.8802707439124092,0.0
2.8526968012985354,1.4218184114387764,0.0
